INFO id, ap, power, state, timer, x, y
INFO 1, 21, 30, connected, inf, 26.800184098286717
INFO 2, 50, 22, connected, inf, 66.04482756331686
INFO 3, 17, 22, connected, inf, 44.02988504221124
INFO 4, 38, 22, connected, inf, 66.04482756331686
INFO 5, 15, 22, connected, inf, 22.01494252110562
INFO 6, 74, 26, connected, inf, 19.008803799201917
INFO 7, 9, 30, connected, inf, 26.800184098286717
INFO 8, None, 0, detached, 0, 0
INFO 9, 73, 26, connected, inf, 26.612325318882682
INFO 10, 34, 30, connected, inf, 22.333486748572266
INFO 11, 19, 30, connected, inf, 22.333486748572266
INFO 12, 18, 28, connected, inf, 22.25587005695966
INFO 13, 35, 22, connected, inf, 66.04482756331686
INFO 14, 76, 30, connected, inf, 22.333486748572266
INFO 15, 31, 24, connected, inf, 33.144966759121516
INFO 16, None, 0, detached, 1, 0
INFO 17, 79, 28, connected, inf, 19.076460048822565
INFO 18, 10, 30, connected, inf, 22.333486748572266
INFO 19, 45, 22, connected, inf, 44.02988504221124
INFO 20, 76, 30, connected, inf, 22.333486748572266
INFO 21, 79, 28, connected, inf, 19.076460048822565
INFO 22, 18, 28, connected, inf, 22.25587005695966
INFO 23, 77, 24, connected, inf, 11.048322253040505
INFO 24, 2, 22, connected, inf, 22.01494252110562
INFO 25, 65, 26, connected, inf, 66.5308132972067
INFO 26, 8, 30, connected, inf, 33.5002301228584
INFO 27, 17, 22, connected, inf, 44.02988504221124
INFO 28, 74, 26, connected, inf, 19.008803799201917
INFO 29, 3, 30, connected, inf, 11.166743374286133
INFO 30, None, 0, detached, 0, 0
INFO 31, 81, 26, connected, inf, 11.088468882867785
INFO 32, 10, 30, connected, inf, 22.333486748572266
INFO 33, 21, 30, connected, inf, 26.800184098286717
INFO 34, 72, 30, connected, inf, 33.5002301228584
INFO 35, 27, 26, connected, inf, 66.5308132972067
INFO 36, 26, 30, connected, inf, 134.0009204914336
INFO 37, 79, 28, connected, inf, 19.076460048822565
INFO 38, None, 0, detached, 0, 0
INFO 39, 21, 30, connected, inf, 26.800184098286717
INFO 40, 6, 30, connected, inf, 26.800184098286717
INFO 41, 59, 22, connected, inf, 66.04482756331686
INFO 42, 30, 30, connected, inf, 12.761992427755581
INFO 43, 69, 24, connected, inf, 66.28993351824303
INFO 44, 28, 30, handover, 1, 67.0004602457168
INFO 45, 21, 30, connected, inf, 26.800184098286717
INFO 46, 52, 30, connected, inf, 33.5002301228584
INFO 47, 9, 30, connected, inf, 26.800184098286717
INFO 48, 6, 30, connected, inf, 26.800184098286717
INFO 49, 81, 26, connected, inf, 11.088468882867785
INFO 50, 20, 24, connected, inf, 22.09664450608101
INFO 51, 21, 30, connected, inf, 26.800184098286717
INFO 52, 34, 30, connected, inf, 22.333486748572266
INFO 53, 79, 28, connected, inf, 19.076460048822565
INFO 54, 20, 24, connected, inf, 22.09664450608101
INFO 55, 15, 22, connected, inf, 22.01494252110562
INFO 56, 14, 30, connected, inf, 134.0009204914336
INFO 57, 81, 26, connected, inf, 11.088468882867785
INFO 58, 6, 30, connected, inf, 26.800184098286717
INFO 59, 79, 28, connected, inf, 19.076460048822565
INFO 60, 76, 30, connected, inf, 22.333486748572266
INFO 61, 41, 30, connected, inf, 44.66697349714453
INFO 62, 18, 28, connected, inf, 22.25587005695966
INFO 63, 77, 24, connected, inf, 11.048322253040505
INFO 64, 72, 30, connected, inf, 33.5002301228584
INFO 65, 9, 30, connected, inf, 26.800184098286717
INFO 66, None, 0, search, 3, 0
INFO 67, 3, 30, connected, inf, 11.166743374286133
INFO 68, 20, 24, connected, inf, 22.09664450608101
INFO 69, 77, 24, connected, inf, 11.048322253040505
INFO 70, 50, 22, connected, inf, 66.04482756331686
INFO 71, 33, 22, connected, inf, 22.01494252110562
INFO 72, 48, 22, connected, inf, 11.00747126055281
INFO 73, 23, 30, connected, inf, 8.3750575307146
INFO 74, 48, 22, connected, inf, 11.00747126055281
INFO 75, 19, 30, connected, inf, 22.333486748572266
INFO 76, 6, 30, connected, inf, 26.800184098286717
INFO 77, 79, 28, connected, inf, 19.076460048822565
INFO 78, 66, 30, connected, inf, 26.800184098286717
INFO 79, 15, 22, connected, inf, 22.01494252110562
INFO 80, 8, 30, connected, inf, 33.5002301228584
INFO 81, 73, 26, connected, inf, 26.612325318882682
INFO 82, 74, 26, connected, inf, 19.008803799201917
INFO 83, 79, 28, connected, inf, 19.076460048822565
INFO 84, 10, 30, connected, inf, 22.333486748572266
INFO 85, 75, 26, connected, inf, 29.569250354314093
INFO 86, None, 0, detached, 0, 0
INFO 87, 9, 30, connected, inf, 26.800184098286717
INFO 88, None, 0, detached, 0, 0
INFO 89, 53, 22, connected, inf, 66.04482756331686
INFO 90, 60, 30, connected, inf, 16.7501150614292
INFO 91, 81, 26, connected, inf, 11.088468882867785
INFO 92, None, 0, search, 1, 0
INFO 93, 15, 22, connected, inf, 22.01494252110562
INFO 94, 80, 22, connected, inf, 44.02988504221124
INFO 95, 77, 24, connected, inf, 11.048322253040505
INFO 96, 54, 30, handover, 1, 14.888991165714843
INFO 97, 33, 22, connected, inf, 22.01494252110562
INFO 98, None, 0, search, 2, 0
INFO 99, 53, 22, connected, inf, 66.04482756331686
INFO 100, 72, 30, connected, inf, 33.5002301228584
INFO 101, 47, 26, connected, inf, 33.26540664860335
INFO 102, 64, 26, connected, inf, 44.35387553147114
INFO 103, 63, 26, connected, inf, 133.0616265944134
INFO 104, 60, 30, connected, inf, 16.7501150614292
INFO 105, 23, 30, connected, inf, 8.3750575307146
INFO 106, 18, 28, connected, inf, 22.25587005695966
