INFO id, users, power, state, timer
INFO 1, 22, 136.40357924830374
INFO 2, 22, 136.40357924830374
INFO 3, 30, 138.37726474549189
INFO 4, 30, 138.37726474549189
INFO 5, 0, 0
INFO 6, 30, 138.37726474549189
INFO 7, 28, 137.89635526615888
INFO 8, 30, 138.37726474549189
INFO 9, 30, 138.37726474549189
INFO 10, 30, 138.37726474549189
INFO 11, 22, 136.40357924830374
INFO 12, 30, 276.75452949098377
INFO 13, 0, 0
INFO 14, 30, 138.37726474549189
INFO 15, 22, 136.40357924830374
INFO 16, 0, 0
INFO 17, 22, 136.40357924830374
INFO 18, 28, 137.89635526615888
INFO 19, 30, 138.37726474549189
INFO 20, 24, 136.90980101888752
INFO 21, 30, 138.37726474549189
INFO 22, 0, 0
INFO 23, 30, 138.37726474549189
INFO 24, 0, 0
INFO 25, 0, 0
INFO 26, 30, 138.37726474549189
INFO 27, 26, 137.4072943916681
INFO 28, 30, 138.37726474549189
INFO 29, 0, 0
INFO 30, 30, 276.75452949098377
INFO 31, 24, 136.90980101888752
INFO 32, 30, 138.37726474549189
INFO 33, 22, 136.40357924830374
INFO 34, 30, 138.37726474549189
INFO 35, 22, 136.40357924830374
INFO 36, 0, 0
INFO 37, 24, 136.90980101888752
INFO 38, 22, 136.40357924830374
INFO 39, 0, 0
INFO 40, 0, 0
INFO 41, 30, 138.37726474549189
INFO 42, 0, 0
INFO 43, 0, 0
INFO 44, 0, 0
INFO 45, 22, 136.40357924830374
INFO 46, 22, 272.8071584966075
INFO 47, 26, 137.4072943916681
INFO 48, 22, 136.40357924830374
INFO 49, 22, 136.40357924830374
INFO 50, 22, 136.40357924830374
INFO 51, 0, 0
INFO 52, 30, 138.37726474549189
INFO 53, 22, 136.40357924830374
INFO 54, 30, 138.37726474549189
INFO 55, 24, 136.90980101888752
INFO 56, 22, 136.40357924830374
INFO 57, 0, 0
INFO 58, 30, 138.37726474549189
INFO 59, 22, 136.40357924830374
INFO 60, 30, 276.75452949098377
INFO 61, 0, 0
INFO 62, 0, 0
INFO 63, 26, 137.4072943916681
INFO 64, 26, 137.4072943916681
INFO 65, 26, 137.4072943916681
INFO 66, 30, 138.37726474549189
INFO 67, 0, 0
INFO 68, 0, 0
INFO 69, 24, 136.90980101888752
INFO 70, 0, 0
INFO 71, 22, 136.40357924830374
INFO 72, 30, 138.37726474549189
INFO 73, 26, 137.4072943916681
INFO 74, 26, 137.4072943916681
INFO 75, 26, 274.8145887833362
INFO 76, 30, 138.37726474549189
INFO 77, 24, 136.90980101888752
INFO 78, 0, 0
INFO 79, 28, 137.89635526615888
INFO 80, 22, 136.40357924830374
INFO 81, 26, 137.4072943916681
