INFO id, ap, x, y
INFO 1, 28, 70, 29, 19.14298864163337, 61
INFO 2, 46, 112, 29, 26.61232531888268, 44
INFO 3, 46, 101, 17, 26.61232531888268, 69
INFO 4, 46, 101, 28, 26.61232531888268, 49
INFO 5, 2, 11, 21, 5.563967514239915, 53
INFO 6, 28, 73, 29, 19.14298864163337, 62
INFO 7, 28, 66, 16, 19.14298864163337, 63
INFO 8, 10, 37, 16, 8.870775106294229, 60
INFO 9, 46, 105, 16, 26.61232531888268, 58
INFO 10, 64, 160, 29, 26.612325318882682, 63
INFO 11, 28, 51, 29, 19.14298864163337, 51
INFO 12, None, 16, 16, 0, 53
INFO 13, 28, 73, 16, 19.14298864163337, 61
INFO 14, 46, 112, 16, 26.61232531888268, 44
INFO 15, 64, 156, 16, 26.612325318882682, 49
INFO 16, 10, 45, 29, 8.870775106294229, 51
INFO 17, 64, 144, 29, 26.612325318882682, 45
INFO 18, None, 167, 16, 0, 48
INFO 19, 74, 162, 29, 14.837246704639774, 77
INFO 20, 46, 116, 29, 26.61232531888268, 40
INFO 21, 74, 158, 29, 14.837246704639774, 51
INFO 22, 64, 146, 29, 26.612325318882682, 49
INFO 23, 56, 127, 29, 19.782995606186365, 38
INFO 24, 10, 20, 16, 8.870775106294229, 58
INFO 25, 74, 169, 28, 14.837246704639774, 57
INFO 26, 10, 32, 29, 8.870775106294229, 47
INFO 27, 46, 119, 16, 26.61232531888268, 46
INFO 28, 10, 33, 29, 8.870775106294229, 44
INFO 29, 64, 142, 29, 26.612325318882682, 45
INFO 30, 28, 79, 25, 19.14298864163337, 64
INFO 31, 64, 145, 16, 26.612325318882682, 43
INFO 32, 74, 164, 29, 14.837246704639774, 65
INFO 33, 74, 170, 22, 14.837246704639774, 0
INFO 34, 64, 138, 16, 26.612325318882682, 43
INFO 35, 28, 54, 29, 19.14298864163337, 51
INFO 36, 64, 157, 29, 26.612325318882682, 51
INFO 37, 46, 117, 16, 26.61232531888268, 49
INFO 38, 20, 52, 29, 22.01494252110562, 51
INFO 39, 64, 137, 16, 26.612325318882682, 47
INFO 40, 64, 137, 29, 26.612325318882682, 47
INFO 41, 78, 161, 136, 26.800184098286717, 4
INFO 42, None, 169, 145, 0, 14
INFO 43, 52, 102, 149, 11.00747126055281, 22
INFO 44, 52, 106, 149, 11.00747126055281, 11
INFO 45, 6, 22, 106, 11.12793502847983, 6
INFO 46, 24, 60, 119, 7.444495582857422, 6
INFO 47, 14, 33, 106, 44.02988504221124, 15
INFO 48, 80, 168, 149, 53.03194681459441, 6
INFO 49, 32, 79, 111, 13.353522034175796, 12
INFO 50, 6, 17, 106, 11.12793502847983, 6
INFO 51, 6, 11, 110, 11.12793502847983, 6
INFO 52, 52, 101, 148, 11.00747126055281, 29
INFO 53, 24, 52, 119, 7.444495582857422, 10
INFO 54, 52, 115, 136, 11.00747126055281, 64
INFO 55, 52, 101, 146, 11.00747126055281, 32
INFO 56, 6, 19, 119, 11.12793502847983, 6
INFO 57, 62, 105, 149, 22.333486748572266, 12
INFO 58, 32, 76, 106, 13.353522034175796, 2
INFO 59, 62, 123, 149, 22.333486748572266, 59
INFO 60, 24, 48, 119, 7.444495582857422, 20
INFO 61, 52, 104, 136, 11.00747126055281, 25
INFO 62, 78, 169, 138, 26.800184098286717, 5
INFO 63, 78, 169, 136, 26.800184098286717, 5
INFO 64, 24, 57, 106, 7.444495582857422, 4
INFO 65, 80, 151, 149, 53.03194681459441, 49
INFO 66, 6, 15, 119, 11.12793502847983, 18
INFO 67, 32, 73, 119, 13.353522034175796, 6
